,ABQ_DNI,ABQ_TEMP,ABQ_Timestamp,ABQ_WSPD,RSK_DNI,RSK_TEMP,RSK_Timestamp,RSK_WSPD,S1_Gfront,S1_celltemp,S1_dcP,S2_Gfront,S2_celltemp,S2_dcP,S3_Gfront,S3_celltemp,S3_dcP,S4_GPOAeff,S4_Gfront,S4_Grear,S4_celltemp,S4_dcP,S5_Gfront,S5_celltemp,S5_dcP,S6_GPOAeff,S6_Gfront,S6_Grear,S6_celltemp,S6_dcP
17,0,0,2019-01-01 18:00:00-07:00,0,0,0,1/1/2020 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,2019-01-01 19:00:00-07:00,0,0,0,1/1/2020 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,2019-01-01 20:00:00-07:00,0,0,0,1/1/2020 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,2019-01-01 21:00:00-07:00,0,0,0,1/1/2020 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,2019-01-01 22:00:00-07:00,0,0,0,1/1/2020 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,2019-01-01 23:00:00-07:00,0,0,0,1/1/2020 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,2019-01-02 00:00:00-07:00,0,0,0,1/2/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,2019-01-02 01:00:00-07:00,0,0,0,1/2/2020 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,2019-01-02 02:00:00-07:00,0,0,0,1/2/2020 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,2019-01-02 03:00:00-07:00,0,0,0,1/2/2020 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,2019-01-02 04:00:00-07:00,0,0,0,1/2/2020 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,2019-01-02 05:00:00-07:00,0,0,0,1/2/2020 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,2019-01-02 06:00:00-07:00,0,0,0,1/2/2020 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,2019-01-02 07:00:00-07:00,0,0,0,1/2/2020 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.060224198,0.284942858,2019-01-02 08:00:00-07:00,5.437628583,0,0,1/2/2020 8:00,0,8.747479813,0.476640217,27.87985391,8.747479813,0.476640217,27.87985391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.796491848,0.06355,2019-01-02 09:00:00-07:00,5.764933312,0.239409248,2.829896949,1/2/2020 9:00,3.338144326,59.11374016,1.331889783,203.8437722,59.11374016,1.331889783,203.8437722,3.425071918,2.916003904,82.96270952,3.651257711,3.425070369,0.347980526,2.934031476,86.72285509,3.202503517,2.910408492,77.31109599,3.461156084,3.202370412,0.398131804,2.928609743,80.40819025
33,127.1294714,0.149066666,2019-01-02 10:00:00-07:00,5.711799983,0.261782509,2.953333342,1/2/2020 10:00,3.402499998,273.1934269,6.030816056,971.637896,273.1934269,6.030816056,971.637896,17.04207213,3.379957465,444.955421,18.21990161,17.05966686,1.784976543,3.471194133,463.3914746,16.26399879,3.360479502,423.7681466,17.49602031,16.26305575,1.896868544,3.450619393,435.5995143
34,12.93741007,0.339083334,2019-01-02 11:00:00-07:00,5.72228334,0.267281295,3.024999972,1/2/2020 11:00,3.179444445,140.5517841,3.363062292,495.8689436,140.5517841,3.363062292,495.8689436,20.22504918,3.538823146,531.7896363,25.09454674,20.22340536,7.494063673,3.746766572,646.0029016,26.31215868,3.693467908,699.5664,28.30321984,26.31043008,3.065830395,3.839054076,717.6317263
35,0.252863548,0.377383334,2019-01-02 12:00:00-07:00,4.652866677,0.263090639,2.731666652,1/2/2020 12:00,2.975555546,79.52277809,2.211278295,276.2937175,79.52277809,2.211278295,276.2937175,43.45009265,3.850529736,1179.939264,49.33128194,43.44507121,9.055708814,4.166012623,1302.296367,50.03023146,4.019971823,1365.676337,53.55666559,49.99860712,5.473936105,4.288868989,1389.931443
36,1.367488323,0.81465,2019-01-02 13:00:00-07:00,4.733050021,2.918696667,2.733333333,1/2/2020 13:00,3.153333323,132.83359,3.861981717,466.7445828,132.83359,3.861981717,466.7445828,71.24727617,4.546519995,1968.542703,76.16236135,71.27107682,7.525053123,4.926952372,2037.1731,77.28218613,4.700103667,2140.739686,82.0466894,77.16052966,7.517168824,5.096432071,2156.069218
37,234.6326817,1.483933334,2019-01-02 14:00:00-07:00,4.781083341,0.346079044,2.895000021,1/2/2020 14:00,2.312222219,542.9578488,13.90097986,1889.959089,542.9578488,13.90097986,1889.959089,29.17156523,3.680036019,779.2108951,36.02351053,29.13995524,10.59008506,3.980162808,940.0744344,37.91488167,3.915327409,1023.286435,40.72146629,37.90529462,4.332571808,4.121682795,1046.391368
38,1.021562146,1.576416667,2019-01-02 15:00:00-07:00,5.449683317,0.232129357,2.971666682,1/2/2020 15:00,2.558888885,176.9824116,5.451886991,623.4306198,176.9824116,5.451886991,623.4306198,16.97558304,3.421056426,443.0459733,18.75151447,17.02317066,2.658990474,3.529134546,477.3642983,17.70180929,3.440281605,462.8457934,19.03891995,17.70065656,2.058866748,3.537678886,475.5142858
39,0.284276563,1.276649994,2019-01-02 16:00:00-07:00,5.181166649,0,2.876595776,1/2/2020 16:00,0,101.136996,3.530176275,352.4810014,101.136996,3.530176275,352.4810014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1.138654246,0.47691525,2019-01-02 17:00:00-07:00,4.78155931,0,0,1/2/2020 17:00,0,20.84554358,0.95362271,68.9320282,20.84554358,0.95362271,68.9320282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0.369142852,2019-01-02 18:00:00-07:00,0,0,0,1/2/2020 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,2019-01-02 19:00:00-07:00,0,0,0,1/2/2020 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,2019-01-02 20:00:00-07:00,0,0,0,1/2/2020 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,2019-01-02 21:00:00-07:00,0,0,0,1/2/2020 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,2019-01-02 22:00:00-07:00,0,0,0,1/2/2020 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,2019-01-02 23:00:00-07:00,0,0,0,1/2/2020 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,2019-01-03 00:00:00-07:00,0,0,0,1/3/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,2019-01-03 01:00:00-07:00,0,0,0,1/3/2020 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,2019-01-03 02:00:00-07:00,0,0,0,1/3/2020 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,2019-01-03 03:00:00-07:00,0,0,0,1/3/2020 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,2019-01-03 04:00:00-07:00,0,0,0,1/3/2020 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,2019-01-03 05:00:00-07:00,0,0,0,1/3/2020 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,2019-01-03 06:00:00-07:00,0,0,0,1/3/2020 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,2019-01-03 07:00:00-07:00,0,0,0,1/3/2020 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,253.5597576,-3.769317086,2019-01-03 08:00:00-07:00,2.223902455,0,0,1/3/2020 8:00,0,99.02848689,-1.088624663,351.8886175,99.02848689,-1.088624663,351.8886175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,766.7520142,-2.692399995,2019-01-03 09:00:00-07:00,4.01323332,0.227117436,6.031884028,1/3/2020 9:00,4.86086956,439.7175323,7.881531444,1565.955077,439.7175323,7.881531444,1565.955077,1.304633942,6.061565392,29.46149776,1.390690175,1.304631597,0.132397813,6.068477533,31.01140391,1.220579373,6.05965309,27.46305009,1.319089187,1.220521522,0.151642562,6.066593482,28.7655419
57,919.748996,-1.403183329,2019-01-03 10:00:00-07:00,3.934299986,0.248114958,6.418333284,1/3/2020 10:00,4.50888889,706.089167,15.66445224,2440.476479,706.089167,15.66445224,2440.476479,4.938862698,6.533305344,119.3373237,5.273476057,4.941024459,0.511463997,6.559692781,125.0721243,4.708741745,6.527948345,113.5025466,5.060988141,4.70826427,0.54265211,6.553996883,117.4693978
58,982.963799,-0.18468333,2019-01-03 11:00:00-07:00,3.219583321,0.238049947,6.876666745,1/3/2020 11:00,4.363055556,887.6035882,22.30536218,2975.599137,887.6035882,22.30536218,2975.599137,11.97968289,7.158214153,301.5263919,14.85131269,11.97870614,4.41939469,7.277843267,367.8984278,15.57761045,7.242772917,396.9235825,16.75026172,15.57637397,1.805981152,7.329139323,408.9066742
59,1004.666388,1.327033334,2019-01-03 12:00:00-07:00,3.303583316,0.235467224,7.121666662,1/3/2020 12:00,3.509722222,984.9033544,26.14428559,3240.47812,984.9033544,26.14428559,3240.47812,12.62983147,7.435607729,318.2342538,14.3742892,12.6204001,2.698290924,7.527904286,355.1509926,14.17592089,7.474039038,359.1270626,15.23994462,14.17454181,1.639081241,7.552368925,370.109649
60,1009.821343,2.607350014,2019-01-03 13:00:00-07:00,2.584300002,0.216760114,7.363333448,1/3/2020 13:00,2.794999994,999.1283092,29.01233381,3245.027148,999.1283092,29.01233381,3245.027148,23.10237185,7.965397648,597.5188561,24.6723162,23.10188549,2.416047236,8.087637584,622.4867849,22.10061033,7.939291032,570.4958178,23.7672119,22.09894523,2.566564098,8.061066476,587.0888068
61,989.8057475,4.01408333,2019-01-03 14:00:00-07:00,3.370433364,0.164319516,6.431707311,1/3/2020 14:00,1.718597558,930.792423,27.36453521,3049.998186,930.792423,27.36453521,3049.998186,13.40202463,6.806958853,339.8109663,16.55374059,13.38633197,4.872936345,6.946482598,412.6659385,17.36866813,6.918023348,445.62844,18.67811887,17.36746535,2.016390032,7.012544854,458.8069302
62,774.3612849,4.78421665,2019-01-03 15:00:00-07:00,2.690666652,0.214258196,6.03499999,1/3/2020 15:00,1.543888887,697.2692093,23.08186276,2335.36625,697.2692093,23.08186276,2335.36625,21.29849004,6.638372267,552.5316877,23.57442222,21.32761354,3.456628739,6.775008673,597.1638578,22.37911649,6.668985706,581.8149279,24.07396863,22.37780718,2.609479147,6.790689595,598.4159815
63,798.105366,5.715333366,2019-01-03 16:00:00-07:00,2.096133335,0,5.98901736,1/3/2020 16:00,0,523.760443,20.01487077,1775.948787,523.760443,20.01487077,1775.948787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,499.1438428,6.006883367,2019-01-03 17:00:00-07:00,4.34988333,0,0,1/3/2020 17:00,0,206.5525563,10.86548274,714.1806871,206.5525563,10.86548274,714.1806871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,5.092999935,2019-01-03 18:00:00-07:00,0,0,0,1/3/2020 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,2019-01-03 19:00:00-07:00,0,0,0,1/3/2020 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,2019-01-03 20:00:00-07:00,0,0,0,1/3/2020 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,2019-01-03 21:00:00-07:00,0,0,0,1/3/2020 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,2019-01-03 22:00:00-07:00,0,0,0,1/3/2020 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,2019-01-03 23:00:00-07:00,0,0,0,1/3/2020 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,2019-01-04 00:00:00-07:00,0,0,0,1/4/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,2019-01-04 01:00:00-07:00,0,0,0,1/4/2020 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,2019-01-04 02:00:00-07:00,0,0,0,1/4/2020 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,2019-01-04 03:00:00-07:00,0,0,0,1/4/2020 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,2019-01-04 04:00:00-07:00,0,0,0,1/4/2020 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,2019-01-04 05:00:00-07:00,0,0,0,1/4/2020 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,2019-01-04 06:00:00-07:00,0,0,0,1/4/2020 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,2019-01-04 07:00:00-07:00,0,0,0,1/4/2020 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,203.2092669,-3.429190465,2019-01-04 08:00:00-07:00,0.5122619,0,0,1/4/2020 8:00,0,87.88737208,-0.760320101,310.5298995,87.88737208,-0.760320101,310.5298995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,755.7059947,-1.961850007,2019-01-04 09:00:00-07:00,0.807100001,0.085638405,2.684210564,1/4/2020 9:00,1.463157913,445.3709392,11.2961385,1564.135302,445.3709392,11.2961385,1564.135302,0.624653514,2.702002679,13.84975093,0.665856403,0.624652137,0.063391178,2.70520288,14.59165764,0.584387718,2.700855782,12.90947129,0.631552708,0.584360076,0.072604048,2.704121395,13.53420981
81,896.5912415,-0.267416668,2019-01-04 10:00:00-07:00,1.03226667,0.192726171,2.522935757,1/4/2020 10:00,1.722935779,691.8624795,20.01810363,2348.004397,691.8624795,20.01810363,2348.004397,7.331308801,2.728149964,184.5773923,7.835481686,7.338655666,0.764347723,2.766540718,192.7874784,7.00236905,2.718942453,175.913811,7.528845864,7.001863791,0.810741651,2.757007417,181.3189986
82,944.7042775,1.734016685,2019-01-04 11:00:00-07:00,1.959300015,74.78578665,2.985000004,1/4/2020 11:00,2.84888889,867.9303844,25.64754278,2869.021413,867.9303844,25.64754278,2869.021413,69.94220403,4.801237744,1928.765119,76.95639782,69.93878076,10.79633394,5.237723374,2056.5749,67.49713802,4.737745018,1859.198494,70.04125332,67.20353279,4.365723901,5.03529826,1830.479543
83,845.320989,4.175933325,2019-01-04 12:00:00-07:00,2.410733336,371.2207763,4.517039141,1/4/2020 12:00,3.918715075,946.1238466,29.47054374,3070.54644,946.1238466,29.47054374,3070.54644,134.7349215,7.77719715,3759.61717,143.642913,134.6948379,13.76626925,8.489497654,3871.041216,227.9490863,10.03268446,6410.214378,230.3483528,226.3057802,6.21934244,10.8873449,6114.076721
84,705.2348674,6.015466658,2019-01-04 13:00:00-07:00,2.562583327,502.9416501,5.401666677,1/4/2020 13:00,3.95416666,880.6607329,29.32321887,2863.798354,880.6607329,29.32321887,2863.798354,128.4729743,8.503074346,3566.95431,137.3594494,128.4711116,13.67436585,9.193231301,3686.030526,293.2140369,12.48001345,8217.521589,295.3260348,290.9943468,6.664135447,13.55361946,7805.741355
85,913.2546992,7.370166628,2019-01-04 14:00:00-07:00,2.753500005,481.2577832,5.689999922,1/4/2020 14:00,3.784444441,923.9140255,31.51444017,2972.723445,923.9140255,31.51444017,2972.723445,197.1259944,10.5021149,5506.574531,206.8680431,197.1136454,15.00676563,11.45179686,5571.351071,245.6307805,11.68618303,6873.171749,247.630845,243.7910651,5.907353738,12.58714374,6541.841951
86,748.0019984,8.197133319,2019-01-04 15:00:00-07:00,2.049133339,268.4134788,5.66583335,1/4/2020 15:00,2.438333331,747.0604023,28.6572423,2440.963919,747.0604023,28.6572423,2440.963919,156.9277401,9.853592611,4362.184886,159.4064554,155.5503654,5.932446116,10.4354838,4276.934214,113.5410444,8.695779235,3134.982088,115.5441678,112.7970921,4.226270242,9.123066563,3023.418487
87,454.7880005,8.962833325,2019-01-04 16:00:00-07:00,1.585949997,0,5.141342798,1/4/2020 16:00,0,372.5755997,19.4879329,1259.778465,372.5755997,19.4879329,1259.778465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,604.2336835,9.468936149,2019-01-04 17:00:00-07:00,1.845425535,0,0,1/4/2020 17:00,0,265.5965149,16.84267746,901.1652766,265.5965149,16.84267746,901.1652766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,2019-01-04 18:00:00-07:00,0,0,0,1/4/2020 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,2019-01-04 19:00:00-07:00,0,0,0,1/4/2020 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,2019-01-04 20:00:00-07:00,0,0,0,1/4/2020 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,2019-01-04 21:00:00-07:00,0,0,0,1/4/2020 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,2019-01-04 22:00:00-07:00,0,0,0,1/4/2020 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,2019-01-04 23:00:00-07:00,0,0,0,1/4/2020 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,2019-01-05 00:00:00-07:00,0,0,0,1/5/2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,2019-01-05 01:00:00-07:00,0,0,0,1/5/2020 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,2019-01-05 02:00:00-07:00,0,0,0,1/5/2020 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,2019-01-05 03:00:00-07:00,0,0,0,1/5/2020 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,2019-01-05 04:00:00-07:00,0,0,0,1/5/2020 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,2019-01-05 05:00:00-07:00,0,0,0,1/5/2020 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,2019-01-05 06:00:00-07:00,0,0,0,1/5/2020 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,2019-01-05 07:00:00-07:00,0,0,0,1/5/2020 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,300.5717622,-2.104512817,2019-01-05 08:00:00-07:00,1.237538454,0,0,1/5/2020 8:00,0,114.3560012,1.202440506,404.3823669,114.3560012,1.202440506,404.3823669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,729.5760559,0.403566669,2019-01-05 09:00:00-07:00,0.989766668,24.11713645,2.113636304,1/5/2020 9:00,1.843181815,438.8472923,13.30751663,1528.003069,438.8472923,13.30751663,1528.003069,10.41324739,2.40278211,267.067498,11.09786793,10.41266241,1.054162341,2.456450087,277.6450599,9.898991933,2.388502721,253.2911848,10.68156951,9.896887817,1.207202611,2.443590605,261.6026178
105,807.4998372,2.618883326,2019-01-05 10:00:00-07:00,1.379099988,8.766488399,2.332499973,1/5/2020 10:00,1.090000001,656.4909795,21.42363239,2214.807174,656.4909795,21.42363239,2214.807174,30.17486549,3.213800448,809.0685722,31.80344163,30.10163765,2.618159963,3.3554947,828.0478376,27.56632127,3.137614151,736.4578431,29.3216694,27.52497504,2.764145169,3.275665607,746.356351
106,894.4273224,3.664816666,2019-01-05 11:00:00-07:00,1.35028333,113.1847545,2.782500001,1/5/2020 11:00,1.138888894,838.6979054,27.73529648,2748.517205,838.6979054,27.73529648,2748.517205,119.7250823,6.267760383,3348.909364,130.3933805,119.7194712,16.42139894,6.965726787,3524.218126,112.9673039,6.071037886,3155.838221,116.7063116,112.4273356,6.583039972,6.526623872,3086.849639
107,999.4239939,5.38471667,2019-01-05 12:00:00-07:00,1.318800001,3.40654044,3.526666653,1/5/2020 12:00,1.79583333,988.0354471,33.80118569,3141.889012,988.0354471,33.80118569,3141.889012,73.55637808,5.575595726,2025.292783,82.63831733,73.49341202,14.06908509,6.085860403,2206.474758,90.78126,6.055398596,2515.049154,96.00645292,90.59871542,8.319596153,6.499852969,2522.644829
