PVSYST v6.88
;File;File date;Description
Project;PVPMC_Challenge_1and2.PRJ;10/10/21 17h50;PVPMC_Challenge_1and2;
Geographical Site;ABQ_SAM_CSV_2019.SIT;10/10/21 17h50;ABQ;United States;North_America;;
Meteo data;ABQ_SAM_CSV_2019.MET;10/10/21 17h37;ABQ;;2019;
Simulation variant;PVPMC_Challenge_1and2.VC0;10/10/21 17h53;S1;
Simulation date;;10/10/21 17h54

Simulation:;Hourly values; from 01/01/19; to 31/12/19 

date;GlobInc;GlobEff;EArray;HSol;AzSol;DiffHor;TArray
    ;W/m²;W/m²;W;°;°;W/m²;°C

10/06/19 09:00;676.46;654.36;8028.6;54.177;-81.16;45.598;46.307
10/06/19 10:00;733.75;713.38;8666.9;65.981;-66.562;46.496;49.96
10/06/19 11:00;764.57;745.19;8981.3;75.716;-35.459;46.805;52.638
10/06/19 12:00;767.99;748.69;8970.8;76.922;25.37;47.403;54.381
10/06/19 13:00;744.82;724.63;8668.4;68.126;62.482;45.498;54.622
10/06/19 14:00;692.42;670.61;8031.4;56.516;78.899;45.199;53.662
10/06/19 15:00;616.47;592.57;7119.3;44.314;89.103;45.498;51.576
10/06/19 16:00;507.54;482.31;5820.1;32.064;97.216;44.002;47.939
10/06/19 17:00;376.97;352.35;4251.5;20.018;104.72;41.499;43.542
10/06/19 18:00;227.79;207.32;2469.3;8.3816;112.38;21.303;37.877
10/06/19 19:00;0;0;0;1.5135;117.42;2.3038;0
10/06/19 20:00;0;0;0;0;0;0;0
10/06/19 21:00;0;0;0;0;0;0;0
10/06/19 22:00;0;0;0;0;0;0;0
10/06/19 23:00;0;0;0;0;0;0;0
11/06/19 00:00;0;0;0;0;0;0;0
11/06/19 01:00;0;0;0;0;0;0;0
11/06/19 02:00;0;0;0;0;0;0;0
11/06/19 03:00;0;0;0;0;0;0;0
11/06/19 04:00;0;0;0;0.3279;-118.44;1.1968;0
11/06/19 05:00;160.18;146.52;1784.6;6.2028;-114;26.599;23.747
11/06/19 06:00;339.49;317.03;3934.6;17.727;-106.26;58.104;33.506
11/06/19 07:00;475.62;451.39;5568;29.706;-98.78;76.096;40.578
11/06/19 08:00;589.21;565.46;6912;41.932;-90.881;75.997;45.998
11/06/19 09:00;676.3;654.09;7878.1;54.172;-81.3;79.098;51.793
11/06/19 10:00;734.96;714.3;8517.8;65.985;-66.763;79.098;55.429
11/06/19 11:00;764.34;744.65;8812.5;75.753;-35.756;80.405;57.924
11/06/19 12:00;766.1;746.54;8778;77.003;25.309;79.996;59.781
11/06/19 13:00;739.99;719.66;8459.3;68.202;62.558;79.198;59.596
11/06/19 14:00;686.9;665.13;7847.5;56.588;78.97;79.198;57.877
11/06/19 15:00;602.73;579.49;6868.9;44.384;89.162;78.799;55.214
11/06/19 16:00;493.2;469.27;5594.6;32.135;97.265;76.605;51.082
11/06/19 17:00;323.62;304.5;3617.1;20.09;104.76;87.805;45.683
11/06/19 18:00;170.25;159;1864.8;8.4568;112.41;73.204;36.644
11/06/19 19:00;7.9152;7.6151;40.375;1.4089;117.59;7.6994;28.225
11/06/19 20:00;0;0;0;0;0;0;0
11/06/19 21:00;0;0;0;0;0;0;0
11/06/19 22:00;0;0;0;0;0;0;0
11/06/19 23:00;0;0;0;0;0;0;0
12/06/19 00:00;0;0;0;0;0;0;0
12/06/19 01:00;0;0;0;0;0;0;0
12/06/19 02:00;0;0;0;0;0;0;0
12/06/19 03:00;0;0;0;0;0;0;0
12/06/19 04:00;0;0;0;0.3321;-118.51;0.7069;0
12/06/19 05:00;110.5;102.46;1206.3;6.2032;-114.08;33.7;24.519
12/06/19 06:00;304.09;285.14;3518;17.722;-106.34;78.998;33.499
12/06/19 07:00;445.81;423.59;5225;29.697;-98.868;97.898;39.727
12/06/19 08:00;562.93;540.41;6599.7;41.921;-90.983;109.9;45.77
12/06/19 09:00;650.52;629.06;7608.9;54.163;-81.429;106.6;50.188
12/06/19 10:00;708.94;688.8;8247;65.985;-66.95;104.5;53.965
12/06/19 11:00;743.45;724.07;8580.7;75.783;-36.041;103.5;57.324
12/06/19 12:00;762.54;742.72;8744.6;77.077;25.233;116.3;59.371
12/06/19 13:00;643.08;624.64;7410.2;68.275;62.617;152.1;55.74
12/06/19 14:00;338.21;326.4;3908.5;56.657;79.03;222.3;44.534
12/06/19 15:00;399.92;384.72;4657.1;44.451;89.211;272.4;43.928
12/06/19 16:00;339.73;325.31;3931.4;32.203;97.305;221.2;41.82
12/06/19 17:00;382.19;359.25;4387.1;20.16;104.79;92.004;40.323
12/06/19 18:00;198.83;183.68;2197.8;8.5284;112.43;48.201;34.063
12/06/19 19:00;0;0;0;1.4819;117.61;5.8045;0
12/06/19 20:00;0;0;0;0;0;0;0
12/06/19 21:00;0;0;0;0;0;0;0
12/06/19 22:00;0;0;0;0;0;0;0
12/06/19 23:00;0;0;0;0;0;0;0
13/06/19 00:00;0;0;0;0;0;0;0
13/06/19 01:00;0;0;0;0;0;0;0
13/06/19 02:00;0;0;0;0;0;0;0
13/06/19 03:00;0;0;0;0;0;0;0
13/06/19 04:00;0;0;0;0.3314;-118.59;2.203;0
13/06/19 05:00;152.4;139.75;1682.4;6.1988;-114.15;27.895;26.091
13/06/19 06:00;324.01;302.74;3740.3;17.712;-106.41;56.898;34.102
13/06/19 07:00;458.41;435.14;5369.5;29.684;-98.948;72.396;39.98
13/06/19 08:00;567.4;544.65;6655.6;41.906;-91.076;79.298;45.673
13/06/19 09:00;648.71;627.45;7584.9;54.149;-81.548;86;50.343
13/06/19 10:00;708.78;688.83;8237.3;65.98;-67.124;88.004;54.323
13/06/19 11:00;741.74;722.57;8564.4;75.807;-36.314;93.001;57.258
13/06/19 12:00;751.76;732.45;8639.6;77.145;25.141;98.596;58.741
13/06/19 13:00;720.05;699.24;8242.4;68.344;62.661;193.8;58.565
13/06/19 14:00;237.9;229.15;2723;56.722;79.079;232.3;40.5
13/06/19 15:00;36.099;34.734;349.36;44.516;89.251;33.899;27.321
13/06/19 16:00;52.549;50.567;540.16;32.268;97.338;59.595;28.236
13/06/19 17:00;35.565;34.223;344.44;20.226;104.82;41.002;26.401
13/06/19 18:00;16.555;15.93;130.07;8.5964;112.45;20.402;26.73
13/06/19 19:00;0;0;0;1.5509;117.63;0;0
13/06/19 20:00;0;0;0;0;0;0;0
13/06/19 21:00;0;0;0;0;0;0;0
13/06/19 22:00;0;0;0;0;0;0;0
13/06/19 23:00;0;0;0;0;0;0;0
14/06/19 00:00;0;0;0;0;0;0;0
14/06/19 01:00;0;0;0;0;0;0;0
14/06/19 02:00;0;0;0;0;0;0;0
14/06/19 03:00;0;0;0;0;0;0;0
14/06/19 04:00;0;0;0;0.3257;-118.65;2.0046;0
14/06/19 05:00;157.01;144.15;1746.2;6.1899;-114.22;30.698;24.996
14/06/19 06:00;328.23;306.82;3807.2;17.698;-106.48;59.999;33.011
14/06/19 07:00;459.57;436.16;5403.8;29.667;-99.021;66.203;38.793
14/06/19 08:00;570.69;547.81;6689;41.887;-91.161;70.003;45.973
14/06/19 09:00;656.38;634.99;7674.8;54.132;-81.656;71.499;50.501
14/06/19 10:00;714.76;694.82;8321.2;65.97;-67.283;74.7;53.966
14/06/19 11:00;747.83;728.74;8660.1;75.823;-36.574;76.804;56.571
14/06/19 12:00;758.32;739.13;8715.4;77.206;25.034;77.702;58.91
14/06/19 13:00;754.67;734;8628.1;68.409;62.689;93.001;59.737
14/06/19 14:00;461.47;445.67;5335.5;56.785;79.115;259.1;49.204
14/06/19 15:00;155.58;149.72;1744.1;44.578;89.282;175.7;37.187
14/06/19 16:00;56.391;54.243;578.23;32.33;97.363;62.104;31.657
14/06/19 17:00;134.52;128.5;1488.4;20.289;104.84;112;35.184
14/06/19 18:00;159.13;148.69;1738.4;8.6607;112.47;68.497;36.005
14/06/19 19:00;0;0;0;1.6159;117.64;5.8045;0
14/06/19 20:00;0;0;0;0;0;0;0
14/06/19 21:00;0;0;0;0;0;0;0
14/06/19 22:00;0;0;0;0;0;0;0
14/06/19 23:00;0;0;0;0;0;0;0
15/06/19 00:00;0;0;0;0;0;0;0
15/06/19 01:00;0;0;0;0;0;0;0
15/06/19 02:00;0;0;0;0;0;0;0
15/06/19 03:00;0;0;0;0;0;0;0
15/06/19 04:00;0;0;0;0.3151;-118.71;1.0971;0
15/06/19 05:00;34.674;32.741;331.16;6.1763;-114.28;23.597;22.323
15/06/19 06:00;296.65;277.82;3417.8;17.68;-106.54;65.804;33.906
15/06/19 07:00;446.72;424.45;5208.9;29.646;-99.087;91.804;41.286
15/06/19 08:00;531.48;510.47;6229.6;41.865;-91.237;166.9;45.321
15/06/19 09:00;729.69;704.96;8447.7;54.11;-81.754;267.4;53.907
15/06/19 10:00;428.98;413.5;5026.3;65.955;-67.429;418;43.755
15/06/19 11:00;493.62;477.77;5790.1;75.833;-36.819;335;46.565
15/06/19 12:00;756.22;736.8;8709.5;77.261;24.911;105.5;58.18
15/06/19 13:00;746.32;725.78;8542.8;68.47;62.7;106.9;59.275
15/06/19 14:00;638.99;617.23;7314.4;56.845;79.139;349.7;55.932
15/06/19 15:00;427.15;411.02;4918.7;44.637;89.304;418.3;48.204
15/06/19 16:00;319.14;306.55;3664.1;32.39;97.38;297.9;44.024
15/06/19 17:00;164.88;156.56;1844.6;20.349;104.85;91.904;34.988
15/06/19 18:00;83.084;79.955;904.59;8.7212;112.48;82.2;28.607
15/06/19 19:00;9.7874;9.4185;59.407;1.6767;117.64;9.6043;26.145
15/06/19 20:00;0;0;0;0;0;0;0
15/06/19 21:00;0;0;0;0;0;0;0
15/06/19 22:00;0;0;0;0;0;0;0
15/06/19 23:00;0;0;0;0;0;0;0
16/06/19 00:00;0;0;0;0;0;0;0
16/06/19 01:00;0;0;0;0;0;0;0
16/06/19 02:00;0;0;0;0;0;0;0
16/06/19 03:00;0;0;0;0;0;0;0
16/06/19 04:00;0;0;0;0.2997;-118.77;0.5918;0
16/06/19 05:00;158.22;144.73;1751.3;6.1581;-114.33;24.704;25.399
16/06/19 06:00;334.33;312.06;3857.1;17.658;-106.59;48.899;34.474
16/06/19 07:00;462.47;438.79;5408.7;29.621;-99.145;56.997;40.418
16/06/19 08:00;568.43;545.67;6670.9;41.839;-91.304;63.799;45.569
16/06/19 09:00;652.03;630.83;7627;54.085;-81.84;69.903;50.346
16/06/19 10:00;709.97;690.25;8267.4;65.936;-67.56;70.9;53.876
16/06/19 11:00;744.17;725.29;8619.8;75.836;-37.051;71.399;56.514
16/06/19 12:00;751.01;732.11;8662.8;77.309;24.773;74.7;57.84
16/06/19 13:00;676.45;657.21;7796;68.527;62.695;160.1;56.236
16/06/19 14:00;419.85;405.4;4882.5;56.901;79.151;252.7;46.166
16/06/19 15:00;323.77;311.53;3746.6;44.693;89.316;246.3;42.523
16/06/19 16:00;433.08;413.45;4972.4;32.446;97.389;158.1;46.858
16/06/19 17:00;380.26;357.17;4294.9;20.406;104.86;74.999;44.74
16/06/19 18:00;221.21;202.63;2407.4;8.7779;112.48;28.105;38.127
16/06/19 19:00;0;0;0;1.5522;117.78;3.6004;0
16/06/19 20:00;0;0;0;0;0;0;0
16/06/19 21:00;0;0;0;0;0;0;0
16/06/19 22:00;0;0;0;0;0;0;0
16/06/19 23:00;0;0;0;0;0;0;0
17/06/19 00:00;0;0;0;0;0;0;0
17/06/19 01:00;0;0;0;0;0;0;0
17/06/19 02:00;0;0;0;0;0;0;0
17/06/19 03:00;0;0;0;0;0;0;0
17/06/19 04:00;0;0;0;0.2795;-118.81;0.8056;0
17/06/19 05:00;162.31;148.21;1791.8;6.1354;-114.38;23.697;26.238
17/06/19 06:00;344.02;320.95;3965.6;17.632;-106.64;46.705;35.052
17/06/19 07:00;474.7;450.28;5526.2;29.592;-99.197;51.502;42.066
17/06/19 08:00;582.72;559.37;6796.9;41.809;-91.363;54.095;47.65
17/06/19 09:00;670.59;648.85;7790.2;54.057;-81.916;61.805;52.646
17/06/19 10:00;729.56;709.35;8433.9;65.912;-67.676;68.796;56.222
17/06/19 11:00;763.51;744.27;8781.6;75.833;-37.267;63.799;58.777
17/06/19 12:00;767.87;748.73;8798.4;77.35;24.621;62.104;59.975
17/06/19 13:00;742.9;722.99;8486.1;68.579;62.673;60.697;60.037
17/06/19 14:00;690.98;669.5;7866.4;56.954;79.152;68.596;59.11
17/06/19 15:00;607.2;584.17;6897.9;44.746;89.319;79.397;56.385
17/06/19 16:00;504.48;480.3;5696.3;32.499;97.39;68.297;52.87
17/06/19 17:00;380.81;356.79;4243.8;20.459;104.85;48.6;47.856
17/06/19 18:00;236.99;216.31;2547.3;8.8307;112.47;22.5;41.939
17/06/19 19:00;0;0;0;1.6046;117.77;2.5033;0
17/06/19 20:00;0;0;0;0;0;0;0
17/06/19 21:00;0;0;0;0;0;0;0
17/06/19 22:00;0;0;0;0;0;0;0
17/06/19 23:00;0;0;0;0;0;0;0
18/06/19 00:00;0;0;0;0;0;0;0
18/06/19 01:00;0;0;0;0;0;0;0
18/06/19 02:00;0;0;0;0;0;0;0
18/06/19 03:00;0;0;0;0;0;0;0
18/06/19 04:00;0;0;0;0.4339;-118.72;1.2001;0
18/06/19 05:00;107.9;100.53;1184.4;6.1082;-114.42;37.3;23.797
18/06/19 06:00;223.33;211.02;2592.5;17.601;-106.68;107.6;29.131
18/06/19 07:00;354.98;338.82;4178.1;29.56;-99.241;181;36.513
18/06/19 08:00;505.12;485.3;5956.4;41.776;-91.414;212.6;43.003
18/06/19 09:00;621.58;600.51;7288.4;54.024;-81.981;232.3;48.731
18/06/19 10:00;714.67;693.73;8322.6;65.884;-67.778;188;53.446
18/06/19 11:00;768.46;748.47;8867.1;75.823;-37.468;120.1;57.659
18/06/19 12:00;770.48;750.81;8886.4;77.384;24.454;103.8;57.951
18/06/19 13:00;745.39;724.94;8578.1;68.627;62.635;108.2;57.765
18/06/19 14:00;684.73;663.23;7858.9;57.004;79.14;105;56.624
18/06/19 15:00;650.16;625.61;7425.6;44.796;89.312;465.6;55.604
18/06/19 16:00;503.96;480.13;5742.9;32.549;97.384;90.398;50.431
18/06/19 17:00;353.48;332.16;3966.4;20.508;104.85;70.9;45.604
18/06/19 18:00;193.98;178.68;2093.8;8.8796;112.46;35.505;39.438
18/06/19 19:00;0;0;0;1.6528;117.76;5.2958;0
18/06/19 20:00;0;0;0;0;0;0;0
18/06/19 21:00;0;0;0;0;0;0;0
18/06/19 22:00;0;0;0;0;0;0;0
18/06/19 23:00;0;0;0;0;0;0;0
19/06/19 00:00;0;0;0;0;0;0;0
19/06/19 01:00;0;0;0;0;0;0;0
19/06/19 02:00;0;0;0;0;0;0;0
19/06/19 03:00;0;0;0;0;0;0;0
19/06/19 04:00;0;0;0;0.4042;-118.75;0.8976;0
19/06/19 05:00;117.61;108.88;1291.3;6.0767;-114.46;33.401;24.051
19/06/19 06:00;298.72;280.38;3468.5;17.567;-106.72;81.801;32.408
19/06/19 07:00;442.36;420.69;5183.6;29.524;-99.277;112.8;39.954
19/06/19 08:00;553.95;532;6499.9;41.739;-91.455;146.9;45.459
19/06/19 09:00;649.54;627.96;7591.5;53.988;-82.035;159.6;50.331
19/06/19 10:00;732.08;711.28;8507.8;65.852;-67.864;124.1;54.51
19/06/19 11:00;756.56;736.62;8748.8;75.807;-37.653;142.4;56.816
19/06/19 12:00;749.96;729.67;8646.8;77.412;24.273;202;57.391
19/06/19 13:00;726.79;706.25;8357.7;68.671;62.581;166.2;57.533
19/06/19 14:00;685.22;663.65;7858.6;57.05;79.117;115.5;56.823
19/06/19 15:00;607.82;584.84;6937.1;44.843;89.296;87.097;55.119
19/06/19 16:00;502.52;478.58;5717.3;32.595;97.37;73.802;50.749
19/06/19 17:00;371.11;348.3;4163.7;20.554;104.83;60.997;46.048
19/06/19 18:00;219.39;201.32;2373.2;8.9244;112.44;31.097;40.21
19/06/19 19:00;0;0;0;1.6965;117.74;4.7972;0
19/06/19 20:00;0;0;0;0;0;0;0
19/06/19 21:00;0;0;0;0;0;0;0
19/06/19 22:00;0;0;0;0;0;0;0
19/06/19 23:00;0;0;0;0;0;0;0
20/06/19 00:00;0;0;0;0;0;0;0
20/06/19 01:00;0;0;0;0;0;0;0
20/06/19 02:00;0;0;0;0;0;0;0
20/06/19 03:00;0;0;0;0;0;0;0
20/06/19 04:00;0;0;0;0.3698;-118.79;1.9049;0
20/06/19 05:00;151.12;138.55;1671;6.0407;-114.49;26.499;25.334
20/06/19 06:00;325.63;304.4;3785.8;17.529;-106.75;59.201;32.197
20/06/19 07:00;462.91;439.51;5436.5;29.484;-99.306;74.999;39.392
20/06/19 08:00;574.05;551.11;6734.6;41.699;-91.488;80.704;45.801
20/06/19 09:00;658.24;636.7;7718.5;53.948;-82.078;95.604;49.65
20/06/19 10:00;721.67;701.34;8418.2;65.815;-67.936;103.2;53.384
20/06/19 11:00;753.66;734.2;8737.5;75.784;-37.821;105.5;56.215
20/06/19 12:00;763.39;743.96;8808.7;77.432;24.079;99.105;57.775
20/06/19 13:00;737.5;717.5;8483.2;68.711;62.51;87.695;57.915
20/06/19 14:00;682.4;661.12;7835.1;57.093;79.081;87.496;56.555
20/06/19 15:00;602.05;579.31;6884.1;44.886;89.271;90.398;54.496
20/06/19 16:00;487.35;464.43;5553.8;32.638;97.348;92.901;50.071
20/06/19 17:00;337.88;317.92;3788.1;20.597;104.81;78.6;45.522
20/06/19 18:00;154.41;142.96;1651;8.9652;112.42;36.004;38.546
20/06/19 19:00;0;0;0;1.7358;117.71;3.1017;0
20/06/19 20:00;0;0;0;0;0;0;0
20/06/19 21:00;0;0;0;0;0;0;0
20/06/19 22:00;0;0;0;0;0;0;0
20/06/19 23:00;0;0;0;0;0;0;0
21/06/19 00:00;0;0;0;0;0;0;0
21/06/19 01:00;0;0;0;0;0;0;0
21/06/19 02:00;0;0;0;0;0;0;0
21/06/19 03:00;0;0;0;0;0;0;0
21/06/19 04:00;0;0;0;0.3308;-118.81;0;0
21/06/19 05:00;160.69;147.08;1782.5;6.0005;-114.51;26.2;25.333
21/06/19 06:00;329.47;307.99;3801;17.487;-106.77;60.299;34.718
21/06/19 07:00;426.2;405.02;4974;29.441;-99.328;92.303;40.42
21/06/19 08:00;582.59;559.27;6805.9;41.655;-91.512;77.502;47.2
21/06/19 09:00;660.32;638.72;7673.4;53.905;-82.11;93.101;52.319
21/06/19 10:00;731.04;710.59;8435.7;65.774;-67.993;89.002;56.676
21/06/19 11:00;759.79;740.3;8713.4;75.756;-37.972;94.597;59.433
21/06/19 12:00;752.7;733.09;8587.1;77.446;23.872;138;60.723
21/06/19 13:00;744.18;723.34;8446.1;68.746;62.423;155.5;61.51
21/06/19 14:00;686.75;665.14;7794.9;57.132;79.033;118.5;59.781
21/06/19 15:00;606.68;583.78;6869.4;44.927;89.236;121.8;57.355
21/06/19 16:00;476.51;454.39;5373.7;32.678;97.318;114.2;52.95
21/06/19 17:00;234.49;221.37;2593.7;20.635;104.78;79.397;43.805
21/06/19 18:00;108.87;101.62;1137;9.0018;112.39;38.198;38.677
21/06/19 19:00;0;0;0;1.7706;117.68;3.7001;0
21/06/19 20:00;0;0;0;0;0;0;0
21/06/19 21:00;0;0;0;0;0;0;0
21/06/19 22:00;0;0;0;0;0;0;0
21/06/19 23:00;0;0;0;0;0;0;0
22/06/19 00:00;0;0;0;0;0;0;0
22/06/19 01:00;0;0;0;0;0;0;0
22/06/19 02:00;0;0;0;0;0;0;0
22/06/19 03:00;0;0;0;0;0;0;0
22/06/19 04:00;0;0;0;0.2873;-118.83;1.2001;0
22/06/19 05:00;108.51;99.846;1155.4;5.956;-114.53;21.004;28.805
22/06/19 06:00;291.85;273.08;3341.2;17.441;-106.78;59.501;35.224
22/06/19 07:00;448.28;425.69;5179.7;29.395;-99.343;79.996;43.861
22/06/19 08:00;572.12;549.27;6634.1;41.608;-91.527;103.1;49.215
22/06/19 09:00;658.13;636.54;7611.8;53.858;-82.13;100.9;53.631
22/06/19 10:00;716.26;696.02;8237.2;65.729;-68.035;106.8;57.394
22/06/19 11:00;749.63;730.23;8556.6;75.721;-38.107;106.2;60.595
22/06/19 12:00;756.22;736.93;8592.6;77.453;23.652;101.3;62.051
22/06/19 13:00;734.98;714.76;8316.6;68.776;62.32;115.6;62.4
22/06/19 14:00;691.19;669.33;7802.8;57.168;78.974;135.2;61.314
22/06/19 15:00;380.12;365.78;4327;44.963;89.193;164.7;49.785
22/06/19 16:00;444.06;423.97;5004.1;32.715;97.28;150.2;52.569
22/06/19 17:00;326.05;307.46;3619.9;20.67;104.74;101.2;48.344
22/06/19 18:00;169.69;158.3;1818.4;9.0343;112.35;61.396;42.334
22/06/19 19:00;27.616;26.575;244.21;1.8009;117.64;27.097;36.994
22/06/19 20:00;0;0;0;0;0;0;0
22/06/19 21:00;0;0;0;0;0;0;0
22/06/19 22:00;0;0;0;0;0;0;0
22/06/19 23:00;0;0;0;0;0;0;0
23/06/19 00:00;0;0;0;0;0;0;0
23/06/19 01:00;0;0;0;0;0;0;0
23/06/19 02:00;0;0;0;0;0;0;0
23/06/19 03:00;0;0;0;0;0;0;0
23/06/19 04:00;0;0;0;0.2554;-118.87;2.0057;0
23/06/19 05:00;133.91;123.38;1466.2;5.9224;-114.57;29.302;26.787
23/06/19 06:00;289.06;270.9;3331.2;17.405;-106.82;69.703;33.583
23/06/19 07:00;451.87;429.21;5267.3;29.357;-99.376;87.496;41.441
23/06/19 08:00;561.8;539.33;6522.2;41.57;-91.564;93.998;48.643
23/06/19 09:00;642.88;621.78;7461;53.82;-82.178;97.798;52.41
23/06/19 10:00;702.61;682.81;8111.1;65.695;-68.114;97.898;56.165
23/06/19 11:00;738.04;719.06;8476.9;75.701;-38.281;95.195;58.758
23/06/19 12:00;753.11;733.92;8619.1;77.476;23.463;99.903;59.999
23/06/19 13:00;764.97;743.29;8686.5;68.817;62.257;184.6;61.474
23/06/19 14:00;193.36;186.24;2183.4;57.212;78.944;190.3;40.179
23/06/19 15:00;285.73;274.96;3335.8;45.009;89.172;249.5;37.852
23/06/19 16:00;550.2;525.24;6328.9;32.759;97.262;181.4;49.398
23/06/19 17:00;346.71;325.84;3925.6;20.714;104.73;67.499;42.747
23/06/19 18:00;126.57;118.56;1363.3;9.077;112.33;58.005;35.199
23/06/19 19:00;0;0;0;1.8424;117.62;5.9042;0
23/06/19 20:00;0;0;0;0;0;0;0
23/06/19 21:00;0;0;0;0;0;0;0
23/06/19 22:00;0;0;0;0;0;0;0
23/06/19 23:00;0;0;0;0;0;0;0
24/06/19 00:00;0;0;0;0;0;0;0
24/06/19 01:00;0;0;0;0;0;0;0
24/06/19 02:00;0;0;0;0;0;0;0
24/06/19 03:00;0;0;0;0;0;0;0
24/06/19 04:00;0;0;0;0.2191;-118.9;2.2041;0
24/06/19 05:00;144.47;133.92;1613.5;5.8846;-114.59;44.8;24.814
24/06/19 06:00;306.34;288.62;3569;17.365;-106.84;119.7;33.021
24/06/19 07:00;457.32;434.29;5365.8;29.316;-99.401;84.105;39.575
24/06/19 08:00;566.1;543.5;6644;41.529;-91.593;116;45.539
24/06/19 09:00;618.09;597.72;7249.8;53.779;-82.215;107.7;48.881
24/06/19 10:00;708.16;688.2;8251;65.656;-68.177;98.895;53.565
24/06/19 11:00;745.2;726.28;8615.8;75.675;-38.438;74.501;57.05
24/06/19 12:00;751.43;732.59;8619.2;77.493;23.262;73.005;59.47
24/06/19 13:00;731.02;711.36;8356.4;68.854;62.178;72.695;59.682
24/06/19 14:00;685.41;664.22;7809.6;57.253;78.903;67.1;58.851
24/06/19 15:00;609.25;586.3;6918.1;45.05;89.142;67.3;56.626
24/06/19 16:00;220.75;210.85;2474.2;32.801;97.237;81.602;42.421
24/06/19 17:00;417.68;394.84;4689.5;20.754;104.7;164.1;49.79
24/06/19 18:00;192.08;179.18;2089.7;9.1155;112.31;70.501;40.833
24/06/19 19:00;9.4234;9.0669;55.059;1.8792;117.59;9.1954;33.692
24/06/19 20:00;0;0;0;0;0;0;0
24/06/19 21:00;0;0;0;0;0;0;0
24/06/19 22:00;0;0;0;0;0;0;0
24/06/19 23:00;0;0;0;0;0;0;0
25/06/19 00:00;0;0;0;0;0;0;0
25/06/19 01:00;0;0;0;0;0;0;0
25/06/19 02:00;0;0;0;0;0;0;0
25/06/19 03:00;0;0;0;0;0;0;0
25/06/19 04:00;0;0;0;0.1784;-118.92;1.2965;0
25/06/19 05:00;132.6;121.75;1446.7;5.8429;-114.61;24.504;26.467
25/06/19 06:00;320.79;299.58;3708.4;17.322;-106.86;53.696;33.342
25/06/19 07:00;458.04;434.67;5349.5;29.272;-99.419;68.497;40.762
25/06/19 08:00;568.04;545.22;6620.5;41.484;-91.612;76.605;47.562
25/06/19 09:00;680.13;657.59;7870.7;53.735;-82.241;139.4;53.665
25/06/19 10:00;719.77;698.03;8275.1;65.614;-68.225;253.2;56.929
25/06/19 11:00;759.32;739.1;8686.2;75.644;-38.577;160.1;59.847
25/06/19 12:00;782.16;761.09;8879.7;77.502;23.05;203;62.114
25/06/19 13:00;651.53;630.35;7423.3;68.886;62.083;424.9;57.908
25/06/19 14:00;614.69;593.74;6994.2;57.29;78.85;354.2;57.23
25/06/19 15:00;629.92;606.19;7108.9;45.088;89.104;131.9;58.702
25/06/19 16:00;240.61;230.82;2701.1;32.838;97.203;189.9;44.949
25/06/19 17:00;285.78;272.37;3201.3;20.791;104.67;196.9;46.744
25/06/19 18:00;147.02;137.1;1563.2;9.1496;112.27;51.203;41.09
25/06/19 19:00;0;0;0;1.73;117.7;6.2034;0
25/06/19 20:00;0;0;0;0;0;0;0
25/06/19 21:00;0;0;0;0;0;0;0
25/06/19 22:00;0;0;0;0;0;0;0
25/06/19 23:00;0;0;0;0;0;0;0
26/06/19 00:00;0;0;0;0;0;0;0
26/06/19 01:00;0;0;0;0;0;0;0
26/06/19 02:00;0;0;0;0;0;0;0
26/06/19 03:00;0;0;0;0;0;0;0
26/06/19 04:00;0;0;0;0.1334;-118.94;0.4932;0
26/06/19 05:00;137.31;126.05;1493.2;5.7971;-114.63;25.601;28.26
26/06/19 06:00;318.9;298.49;3666.7;17.275;-106.87;70.401;35.581
26/06/19 07:00;380.56;363.44;4433;29.225;-99.429;212.6;40.85
26/06/19 08:00;474.34;456.04;5539.5;41.437;-91.622;363.2;45.285
26/06/19 09:00;264.93;254.95;3085.6;53.688;-82.255;299.9;37.189
26/06/19 10:00;246.28;237;2855;65.568;-68.258;279.69;37.194
26/06/19 11:00;484.91;467.45;5640.7;75.606;-38.698;492;47.54
26/06/19 12:00;595.18;574.79;6861.1;77.504;22.828;523.5;53.128
26/06/19 13:00;502.01;484.36;5781.8;68.913;61.972;455.6;51.125
26/06/19 14:00;320.78;308.68;3680.8;57.323;78.785;365.4;44.818
26/06/19 15:00;352.23;338.95;4042.1;45.122;89.056;358.3;46.308
26/06/19 16:00;310.44;298.12;3539.3;32.872;97.162;280.8;45.478
26/06/19 17:00;140.08;134.72;1543;20.823;104.63;151.3;39.457
26/06/19 18:00;126.19;118.43;1345.8;9.1792;112.24;61.096;38.454
26/06/19 19:00;0;0;0;1.7573;117.66;3.2014;0
26/06/19 20:00;0;0;0;0;0;0;0
26/06/19 21:00;0;0;0;0;0;0;0
26/06/19 22:00;0;0;0;0;0;0;0
26/06/19 23:00;0;0;0;0;0;0;0
27/06/19 00:00;0;0;0;0;0;0;0
27/06/19 01:00;0;0;0;0;0;0;0
27/06/19 02:00;0;0;0;0;0;0;0
27/06/19 03:00;0;0;0;0;0;0;0
27/06/19 04:00;0;0;0;0.2634;-118.8;0.3989;0
27/06/19 05:00;147.27;134.7;1609.9;5.7473;-114.64;23.298;27.331
27/06/19 06:00;330.7;308.67;3798.6;17.225;-106.88;53.796;35.61
